date,age,location,realized7
2022-09-21,alle,DE-MV,162
2022-09-21,alle,DE-NI,225
2022-09-21,alle,DE-NW,1082
2022-09-21,alle,DE-RP,332
2022-09-21,alle,DE-SH,185
2022-09-21,alle,DE-SL,98
2022-09-21,alle,DE-SN,346
2022-09-21,alle,DE-ST,181
2022-09-21,alle,DE-TH,156
2022-09-20,0-60,DE-BB,46
2022-09-20,0-60,DE-BE,56
2022-09-20,0-60,DE-BW,94
2022-09-20,0-60,DE-BY,303
2022-09-20,0-60,DE-HB,4
2022-09-20,0-60,DE-HE,104
2022-09-20,0-60,DE-HH,20
2022-09-20,0-60,DE-MV,38
2022-09-20,0-60,DE-NI,54
2022-09-20,0-60,DE-NW,280
2022-09-20,0-60,DE-RP,84
2022-09-20,0-60,DE-SH,41
2022-09-20,0-60,DE-SL,23
2022-09-20,0-60,DE-SN,62
2022-09-20,0-60,DE-ST,40
2022-09-20,0-60,DE-TH,46
2022-09-20,60+,DE-BB,151
2022-09-20,60+,DE-BE,108
2022-09-20,60+,DE-BW,264
2022-09-20,60+,DE-BY,782
2022-09-20,60+,DE-HB,7
2022-09-20,60+,DE-HE,247
2022-09-20,60+,DE-HH,58
2022-09-20,60+,DE-MV,123
2022-09-20,60+,DE-NI,158
2022-09-20,60+,DE-NW,733
2022-09-20,60+,DE-RP,222
2022-09-20,60+,DE-SH,142
2022-09-20,60+,DE-SL,64
2022-09-20,60+,DE-SN,226
2022-09-20,60+,DE-ST,114
2022-09-20,60+,DE-TH,126
2022-09-20,alle,DE-BB,197
2022-09-20,alle,DE-BE,164
2022-09-20,alle,DE-BW,358
2022-09-20,alle,DE-BY,1087
2022-09-20,alle,DE-HB,11
2022-09-20,alle,DE-HE,351
2022-09-20,alle,DE-HH,78
2022-09-20,alle,DE-MV,161
2022-09-20,alle,DE-NI,213
2022-09-20,alle,DE-NW,1013
2022-09-20,alle,DE-RP,306
2022-09-20,alle,DE-SH,183
2022-09-20,alle,DE-SL,87
2022-09-20,alle,DE-SN,288
2022-09-20,alle,DE-ST,154
2022-09-20,alle,DE-TH,172
2022-09-19,0-60,DE-BB,46
2022-09-19,0-60,DE-BE,39
2022-09-19,0-60,DE-BW,93
2022-09-19,0-60,DE-BY,266
2022-09-19,0-60,DE-HB,7
2022-09-19,0-60,DE-HE,83
2022-09-19,0-60,DE-HH,21
2022-09-19,0-60,DE-MV,33
2022-09-19,0-60,DE-NI,43
2022-09-19,0-60,DE-NW,295
2022-09-19,0-60,DE-RP,77
2022-09-19,0-60,DE-SH,48
2022-09-19,0-60,DE-SL,23
2022-09-19,0-60,DE-SN,72
2022-09-19,0-60,DE-ST,37
2022-09-19,0-60,DE-TH,48
2022-09-19,60+,DE-BB,137
2022-09-19,60+,DE-BE,98
2022-09-19,60+,DE-BW,247
2022-09-19,60+,DE-BY,708
2022-09-19,60+,DE-HB,11
2022-09-19,60+,DE-HE,211
2022-09-19,60+,DE-HH,61
2022-09-19,60+,DE-MV,129
2022-09-19,60+,DE-NI,176
2022-09-19,60+,DE-NW,713
2022-09-19,60+,DE-RP,186
2022-09-19,60+,DE-SH,131
2022-09-19,60+,DE-SL,49
2022-09-19,60+,DE-SN,198
2022-09-19,60+,DE-ST,124
2022-09-19,60+,DE-TH,133
2022-09-19,alle,DE-BB,183
2022-09-19,alle,DE-BE,138
2022-09-19,alle,DE-BW,340
2022-09-19,alle,DE-BY,974
2022-09-19,alle,DE-HB,18
2022-09-19,alle,DE-HE,294
2022-09-19,alle,DE-HH,82
2022-09-19,alle,DE-MV,162
2022-09-19,alle,DE-NI,220
2022-09-19,alle,DE-NW,1008
2022-09-19,alle,DE-RP,263
2022-09-19,alle,DE-SH,179
2022-09-19,alle,DE-SL,72
2022-09-19,alle,DE-SN,270
2022-09-19,alle,DE-ST,161
2022-09-19,alle,DE-TH,181
2022-09-18,0-60,DE-BB,43
2022-09-18,0-60,DE-BE,40
2022-09-18,0-60,DE-BW,90
2022-09-18,0-60,DE-BY,266
2022-09-18,0-60,DE-HB,7
2022-09-18,0-60,DE-HE,83
2022-09-18,0-60,DE-HH,27
2022-09-18,0-60,DE-MV,33
2022-09-18,0-60,DE-NI,44
2022-09-18,0-60,DE-NW,294
2022-09-18,0-60,DE-RP,75
2022-09-18,0-60,DE-SH,49
2022-09-18,0-60,DE-SL,23
2022-09-18,0-60,DE-SN,69
2022-09-18,0-60,DE-ST,38
2022-09-18,0-60,DE-TH,47
2022-09-18,60+,DE-BB,136
2022-09-18,60+,DE-BE,98
2022-09-18,60+,DE-BW,244
2022-09-18,60+,DE-BY,694
2022-09-18,60+,DE-HB,11
2022-09-18,60+,DE-HE,206
2022-09-18,60+,DE-HH,67
2022-09-18,60+,DE-MV,131
2022-09-18,60+,DE-NI,174
2022-09-18,60+,DE-NW,723
2022-09-18,60+,DE-RP,187
2022-09-18,60+,DE-SH,124
2022-09-18,60+,DE-SL,49
2022-09-18,60+,DE-SN,189
2022-09-18,60+,DE-ST,120
2022-09-18,60+,DE-TH,132
2022-09-18,alle,DE-BB,179
2022-09-18,alle,DE-BE,139
2022-09-18,alle,DE-BW,334
2022-09-18,alle,DE-BY,960
2022-09-18,alle,DE-HB,18
2022-09-18,alle,DE-HE,289
2022-09-18,alle,DE-HH,94
2022-09-18,alle,DE-MV,164
2022-09-18,alle,DE-NI,219
2022-09-18,alle,DE-NW,1017
2022-09-18,alle,DE-RP,262
2022-09-18,alle,DE-SH,173
2022-09-18,alle,DE-SL,72
2022-09-18,alle,DE-SN,258
2022-09-18,alle,DE-ST,158
2022-09-18,alle,DE-TH,179
2022-09-17,0-60,DE-BB,43
2022-09-17,0-60,DE-BE,39
2022-09-17,0-60,DE-BW,87
2022-09-17,0-60,DE-BY,267
2022-09-17,0-60,DE-HB,7
2022-09-17,0-60,DE-HE,80
2022-09-17,0-60,DE-HH,26
2022-09-17,0-60,DE-MV,33
2022-09-17,0-60,DE-NI,45
2022-09-17,0-60,DE-NW,296
2022-09-17,0-60,DE-RP,75
2022-09-17,0-60,DE-SH,45
2022-09-17,0-60,DE-SL,23
2022-09-17,0-60,DE-SN,67
2022-09-17,0-60,DE-ST,37
2022-09-17,0-60,DE-TH,46
2022-09-17,60+,DE-BB,133
2022-09-17,60+,DE-BE,97
2022-09-17,60+,DE-BW,237
2022-09-17,60+,DE-BY,684
2022-09-17,60+,DE-HB,12
2022-09-17,60+,DE-HE,202
2022-09-17,60+,DE-HH,65
2022-09-17,60+,DE-MV,127
2022-09-17,60+,DE-NI,175
2022-09-17,60+,DE-NW,722
2022-09-17,60+,DE-RP,187
2022-09-17,60+,DE-SH,126
2022-09-17,60+,DE-SL,49
2022-09-17,60+,DE-SN,185
2022-09-17,60+,DE-ST,123
2022-09-17,60+,DE-TH,133
2022-09-17,alle,DE-BB,176
2022-09-17,alle,DE-BE,137
2022-09-17,alle,DE-BW,324
2022-09-17,alle,DE-BY,951
2022-09-17,alle,DE-HB,19
2022-09-17,alle,DE-HE,282
2022-09-17,alle,DE-HH,91
2022-09-17,alle,DE-MV,160
2022-09-17,alle,DE-NI,221
2022-09-17,alle,DE-NW,1018
2022-09-17,alle,DE-RP,262
2022-09-17,alle,DE-SH,171
2022-09-17,alle,DE-SL,72
2022-09-17,alle,DE-SN,252
2022-09-17,alle,DE-ST,160
2022-09-17,alle,DE-TH,179
2022-09-16,0-60,DE-BB,41
2022-09-16,0-60,DE-BE,33
2022-09-16,0-60,DE-BW,81
2022-09-16,0-60,DE-BY,246
2022-09-16,0-60,DE-HB,8
2022-09-16,0-60,DE-HE,82
2022-09-16,0-60,DE-HH,26
2022-09-16,0-60,DE-MV,32
2022-09-16,0-60,DE-NI,56
2022-09-16,0-60,DE-NW,295
2022-09-16,0-60,DE-RP,84
2022-09-16,0-60,DE-SH,40
2022-09-16,0-60,DE-SL,23
2022-09-16,0-60,DE-SN,61
2022-09-16,0-60,DE-ST,42
2022-09-16,0-60,DE-TH,43
2022-09-16,60+,DE-BB,122
2022-09-16,60+,DE-BE,91
2022-09-16,60+,DE-BW,238
2022-09-16,60+,DE-BY,657
2022-09-16,60+,DE-HB,16
2022-09-16,60+,DE-HE,193
2022-09-16,60+,DE-HH,66
2022-09-16,60+,DE-MV,120
2022-09-16,60+,DE-NI,168
2022-09-16,60+,DE-NW,753
2022-09-16,60+,DE-RP,178
2022-09-16,60+,DE-SH,126
2022-09-16,60+,DE-SL,53
2022-09-16,60+,DE-SN,186
2022-09-16,60+,DE-ST,120
2022-09-16,60+,DE-TH,132
2022-09-16,alle,DE-BB,163
2022-09-16,alle,DE-BE,125
2022-09-16,alle,DE-BW,319
2022-09-16,alle,DE-BY,904
2022-09-16,alle,DE-HB,24
2022-09-16,alle,DE-HE,275
2022-09-16,alle,DE-HH,92
2022-09-16,alle,DE-MV,152
2022-09-16,alle,DE-NI,225
2022-09-16,alle,DE-NW,1049
2022-09-16,alle,DE-RP,262
2022-09-16,alle,DE-SH,166
2022-09-16,alle,DE-SL,76
2022-09-16,alle,DE-SN,247
2022-09-16,alle,DE-ST,162
2022-09-16,alle,DE-TH,175
2022-09-15,0-60,DE-BB,34
2022-09-15,0-60,DE-BE,31
2022-09-15,0-60,DE-BW,73
2022-09-15,0-60,DE-BY,245
2022-09-15,0-60,DE-HB,9
2022-09-15,0-60,DE-HE,62
2022-09-15,0-60,DE-HH,25
2022-09-15,0-60,DE-MV,36
2022-09-15,0-60,DE-NI,61
2022-09-15,0-60,DE-NW,303
2022-09-15,0-60,DE-RP,80
2022-09-15,0-60,DE-SH,39
2022-09-15,0-60,DE-SL,22
2022-09-15,0-60,DE-SN,54
2022-09-15,0-60,DE-ST,43
2022-09-15,0-60,DE-TH,32
2022-09-15,60+,DE-BB,111
2022-09-15,60+,DE-BE,92
2022-09-15,60+,DE-BW,240
2022-09-15,60+,DE-BY,627
2022-09-15,60+,DE-HB,17
2022-09-15,60+,DE-HE,186
2022-09-15,60+,DE-HH,61
2022-09-15,60+,DE-MV,124
2022-09-15,60+,DE-NI,181
2022-09-15,60+,DE-NW,714
2022-09-15,60+,DE-RP,186
2022-09-15,60+,DE-SH,123
2022-09-15,60+,DE-SL,47
2022-09-15,60+,DE-SN,184
2022-09-15,60+,DE-ST,117
2022-09-15,60+,DE-TH,125
2022-09-15,alle,DE-BB,145
2022-09-15,alle,DE-BE,124
2022-09-15,alle,DE-BW,313
2022-09-15,alle,DE-BY,873
2022-09-15,alle,DE-HB,26
2022-09-15,alle,DE-HE,248
2022-09-15,alle,DE-HH,86
2022-09-15,alle,DE-MV,160
2022-09-15,alle,DE-NI,242
2022-09-15,alle,DE-NW,1018
2022-09-15,alle,DE-RP,266
2022-09-15,alle,DE-SH,162
2022-09-15,alle,DE-SL,69
2022-09-15,alle,DE-SN,238
2022-09-15,alle,DE-ST,160
2022-09-15,alle,DE-TH,157
2022-09-14,0-60,DE-BB,42
2022-09-14,0-60,DE-BE,32
2022-09-14,0-60,DE-BW,70
2022-09-14,0-60,DE-BY,243
2022-09-14,0-60,DE-HB,10
2022-09-14,0-60,DE-HE,61
2022-09-14,0-60,DE-HH,26
2022-09-14,0-60,DE-MV,30
2022-09-14,0-60,DE-NI,69
2022-09-14,0-60,DE-NW,319
2022-09-14,0-60,DE-RP,84
2022-09-14,0-60,DE-SH,38
2022-09-14,0-60,DE-SL,21
2022-09-14,0-60,DE-SN,58
2022-09-14,0-60,DE-ST,39
2022-09-14,0-60,DE-TH,27
2022-09-14,60+,DE-BB,105
2022-09-14,60+,DE-BE,84
2022-09-14,60+,DE-BW,253
2022-09-14,60+,DE-BY,602
2022-09-14,60+,DE-HB,20
2022-09-14,60+,DE-HE,178
2022-09-14,60+,DE-HH,71
2022-09-14,60+,DE-MV,123
2022-09-14,60+,DE-NI,175
2022-09-14,60+,DE-NW,729
2022-09-14,60+,DE-RP,171
2022-09-14,60+,DE-SH,124
2022-09-14,60+,DE-SL,46
2022-09-14,60+,DE-SN,179
2022-09-14,60+,DE-ST,117
2022-09-14,60+,DE-TH,126
2022-09-14,alle,DE-BB,147
2022-09-14,alle,DE-BE,117
2022-09-14,alle,DE-BW,323
2022-09-14,alle,DE-BY,847
2022-09-14,alle,DE-HB,30
2022-09-14,alle,DE-HE,239
2022-09-14,alle,DE-HH,97
2022-09-14,alle,DE-MV,153
2022-09-14,alle,DE-NI,244
2022-09-14,alle,DE-NW,1050
2022-09-14,alle,DE-RP,255
2022-09-14,alle,DE-SH,163
2022-09-14,alle,DE-SL,67
2022-09-14,alle,DE-SN,237
2022-09-14,alle,DE-ST,156
2022-09-14,alle,DE-TH,153
2022-09-13,0-60,DE-BB,47
2022-09-13,0-60,DE-BE,32
2022-09-13,0-60,DE-BW,69
2022-09-13,0-60,DE-BY,217
2022-09-13,0-60,DE-HB,7
2022-09-13,0-60,DE-HE,65
2022-09-13,0-60,DE-HH,19
2022-09-13,0-60,DE-MV,28
2022-09-13,0-60,DE-NI,69
2022-09-13,0-60,DE-NW,341
2022-09-13,0-60,DE-RP,78
2022-09-13,0-60,DE-SH,37
2022-09-13,0-60,DE-SL,21
2022-09-13,0-60,DE-SN,57
2022-09-13,0-60,DE-ST,40
2022-09-13,0-60,DE-TH,31
2022-09-13,60+,DE-BB,97
2022-09-13,60+,DE-BE,93
2022-09-13,60+,DE-BW,245
2022-09-13,60+,DE-BY,568
2022-09-13,60+,DE-HB,21
2022-09-13,60+,DE-HE,188
2022-09-13,60+,DE-HH,60
2022-09-13,60+,DE-MV,126
2022-09-13,60+,DE-NI,180
2022-09-13,60+,DE-NW,759
2022-09-13,60+,DE-RP,175
2022-09-13,60+,DE-SH,110
2022-09-13,60+,DE-SL,39
2022-09-13,60+,DE-SN,194
2022-09-13,60+,DE-ST,108
2022-09-13,60+,DE-TH,124
2022-09-13,alle,DE-BB,144
2022-09-13,alle,DE-BE,126
2022-09-13,alle,DE-BW,314
2022-09-13,alle,DE-BY,787
2022-09-13,alle,DE-HB,28
2022-09-13,alle,DE-HE,253
2022-09-13,alle,DE-HH,79
2022-09-13,alle,DE-MV,154
2022-09-13,alle,DE-NI,249
2022-09-13,alle,DE-NW,1102
2022-09-13,alle,DE-RP,253
2022-09-13,alle,DE-SH,148
2022-09-13,alle,DE-SL,60
2022-09-13,alle,DE-SN,251
2022-09-13,alle,DE-ST,148
2022-09-13,alle,DE-TH,155
2022-09-12,0-60,DE-BB,48
2022-09-12,0-60,DE-BE,40
2022-09-12,0-60,DE-BW,68
2022-09-12,0-60,DE-BY,222
2022-09-12,0-60,DE-HB,8
2022-09-12,0-60,DE-HE,79
2022-09-12,0-60,DE-HH,16
2022-09-12,0-60,DE-MV,21
2022-09-12,0-60,DE-NI,81
2022-09-12,0-60,DE-NW,341
2022-09-12,0-60,DE-RP,67
2022-09-12,0-60,DE-SH,39
2022-09-12,0-60,DE-SL,24
2022-09-12,0-60,DE-SN,47
2022-09-12,0-60,DE-ST,37
2022-09-12,0-60,DE-TH,26
2022-09-12,60+,DE-BB,96
2022-09-12,60+,DE-BE,88
2022-09-12,60+,DE-BW,216
2022-09-12,60+,DE-BY,566
2022-09-12,60+,DE-HB,21
2022-09-12,60+,DE-HE,188
2022-09-12,60+,DE-HH,56
2022-09-12,60+,DE-MV,119
2022-09-12,60+,DE-NI,169
2022-09-12,60+,DE-NW,766
2022-09-12,60+,DE-RP,168
2022-09-12,60+,DE-SH,105
2022-09-12,60+,DE-SL,40
2022-09-12,60+,DE-SN,169
2022-09-12,60+,DE-ST,95
2022-09-12,60+,DE-TH,115
2022-09-12,alle,DE-BB,144
2022-09-12,alle,DE-BE,128
2022-09-12,alle,DE-BW,285
2022-09-12,alle,DE-BY,790
2022-09-12,alle,DE-HB,29
2022-09-12,alle,DE-HE,267
2022-09-12,alle,DE-HH,72
2022-09-12,alle,DE-MV,140
2022-09-12,alle,DE-NI,250
2022-09-12,alle,DE-NW,1109
2022-09-12,alle,DE-RP,235
2022-09-12,alle,DE-SH,145
2022-09-12,alle,DE-SL,64
2022-09-12,alle,DE-SN,216
2022-09-12,alle,DE-ST,132
2022-09-12,alle,DE-TH,141
2022-09-11,0-60,DE-BB,48
2022-09-11,0-60,DE-BE,41
2022-09-11,0-60,DE-BW,69
2022-09-11,0-60,DE-BY,220
2022-09-11,0-60,DE-HB,8
2022-09-11,0-60,DE-HE,79
2022-09-11,0-60,DE-HH,13
2022-09-11,0-60,DE-MV,21
2022-09-11,0-60,DE-NI,82
2022-09-11,0-60,DE-NW,346
2022-09-11,0-60,DE-RP,67
2022-09-11,0-60,DE-SH,37
2022-09-11,0-60,DE-SL,24
2022-09-11,0-60,DE-SN,51
2022-09-11,0-60,DE-ST,35
2022-09-11,0-60,DE-TH,27
2022-09-11,60+,DE-BB,95
2022-09-11,60+,DE-BE,88
2022-09-11,60+,DE-BW,220
2022-09-11,60+,DE-BY,573
2022-09-11,60+,DE-HB,21
2022-09-11,60+,DE-HE,192
2022-09-11,60+,DE-HH,48
2022-09-11,60+,DE-MV,116
2022-09-11,60+,DE-NI,171
2022-09-11,60+,DE-NW,773
2022-09-11,60+,DE-RP,165
2022-09-11,60+,DE-SH,110
2022-09-11,60+,DE-SL,40
2022-09-11,60+,DE-SN,177
2022-09-11,60+,DE-ST,96
2022-09-11,60+,DE-TH,114
2022-09-11,alle,DE-BB,143
2022-09-11,alle,DE-BE,129
2022-09-11,alle,DE-BW,290
2022-09-11,alle,DE-BY,795
2022-09-11,alle,DE-HB,29
2022-09-11,alle,DE-HE,271
2022-09-11,alle,DE-HH,61
2022-09-11,alle,DE-MV,137
2022-09-11,alle,DE-NI,253
2022-09-11,alle,DE-NW,1121
2022-09-11,alle,DE-RP,232
2022-09-11,alle,DE-SH,148
2022-09-11,alle,DE-SL,64
2022-09-11,alle,DE-SN,228
2022-09-11,alle,DE-ST,131
2022-09-11,alle,DE-TH,141
2022-09-10,0-60,DE-BB,48
2022-09-10,0-60,DE-BE,42
2022-09-10,0-60,DE-BW,68
2022-09-10,0-60,DE-BY,215
2022-09-10,0-60,DE-HB,8
2022-09-10,0-60,DE-HE,82
2022-09-10,0-60,DE-HH,11
2022-09-10,0-60,DE-MV,21
2022-09-10,0-60,DE-NI,84
2022-09-10,0-60,DE-NW,352
2022-09-10,0-60,DE-RP,65
2022-09-10,0-60,DE-SH,40
2022-09-10,0-60,DE-SL,24
2022-09-10,0-60,DE-SN,53
2022-09-10,0-60,DE-ST,35
2022-09-10,0-60,DE-TH,27
2022-09-10,60+,DE-BB,95
2022-09-10,60+,DE-BE,92
2022-09-10,60+,DE-BW,225
2022-09-10,60+,DE-BY,576
2022-09-10,60+,DE-HB,20
2022-09-10,60+,DE-HE,203
2022-09-10,60+,DE-HH,52
2022-09-10,60+,DE-MV,117
2022-09-10,60+,DE-NI,170
2022-09-10,60+,DE-NW,771
2022-09-10,60+,DE-RP,166
2022-09-10,60+,DE-SH,102
2022-09-10,60+,DE-SL,40
2022-09-10,60+,DE-SN,176
2022-09-10,60+,DE-ST,97
2022-09-10,60+,DE-TH,110
2022-09-10,alle,DE-BB,143
2022-09-10,alle,DE-BE,134
2022-09-10,alle,DE-BW,294
2022-09-10,alle,DE-BY,793
2022-09-10,alle,DE-HB,28
2022-09-10,alle,DE-HE,285
2022-09-10,alle,DE-HH,63
2022-09-10,alle,DE-MV,138
2022-09-10,alle,DE-NI,254
2022-09-10,alle,DE-NW,1125
2022-09-10,alle,DE-RP,231
2022-09-10,alle,DE-SH,143
2022-09-10,alle,DE-SL,64
2022-09-10,alle,DE-SN,229
2022-09-10,alle,DE-ST,132
2022-09-10,alle,DE-TH,137
2022-09-09,0-60,DE-BB,50
2022-09-09,0-60,DE-BE,48
2022-09-09,0-60,DE-BW,64
2022-09-09,0-60,DE-BY,218
2022-09-09,0-60,DE-HB,8
2022-09-09,0-60,DE-HE,73
2022-09-09,0-60,DE-HH,10
2022-09-09,0-60,DE-MV,22
2022-09-09,0-60,DE-NI,78
2022-09-09,0-60,DE-NW,371
2022-09-09,0-60,DE-RP,51
2022-09-09,0-60,DE-SH,44
2022-09-09,0-60,DE-SL,25
2022-09-09,0-60,DE-SN,52
2022-09-09,0-60,DE-ST,34
2022-09-09,0-60,DE-TH,30
2022-09-09,60+,DE-BB,102
2022-09-09,60+,DE-BE,91
2022-09-09,60+,DE-BW,213
2022-09-09,60+,DE-BY,576
2022-09-09,60+,DE-HB,18
2022-09-09,60+,DE-HE,210
2022-09-09,60+,DE-HH,44
2022-09-09,60+,DE-MV,111
2022-09-09,60+,DE-NI,178
2022-09-09,60+,DE-NW,761
2022-09-09,60+,DE-RP,171
2022-09-09,60+,DE-SH,103
2022-09-09,60+,DE-SL,37
2022-09-09,60+,DE-SN,160
2022-09-09,60+,DE-ST,92
2022-09-09,60+,DE-TH,104
2022-09-09,alle,DE-BB,152
2022-09-09,alle,DE-BE,139
2022-09-09,alle,DE-BW,278
2022-09-09,alle,DE-BY,795
2022-09-09,alle,DE-HB,26
2022-09-09,alle,DE-HE,283
2022-09-09,alle,DE-HH,54
2022-09-09,alle,DE-MV,133
2022-09-09,alle,DE-NI,256
2022-09-09,alle,DE-NW,1133
2022-09-09,alle,DE-RP,222
2022-09-09,alle,DE-SH,148
2022-09-09,alle,DE-SL,62
2022-09-09,alle,DE-SN,212
2022-09-09,alle,DE-ST,126
2022-09-09,alle,DE-TH,134
2022-09-08,0-60,DE-BB,52
2022-09-08,0-60,DE-BE,53
2022-09-08,0-60,DE-BW,74
2022-09-08,0-60,DE-BY,215
2022-09-08,0-60,DE-HB,7
2022-09-08,0-60,DE-HE,75
2022-09-08,0-60,DE-HH,11
2022-09-08,0-60,DE-MV,22
2022-09-08,0-60,DE-NI,72
2022-09-08,0-60,DE-NW,358
2022-09-08,0-60,DE-RP,44
2022-09-08,0-60,DE-SH,42
2022-09-08,0-60,DE-SL,25
2022-09-08,0-60,DE-SN,55
2022-09-08,0-60,DE-ST,33
2022-09-08,0-60,DE-TH,37
2022-09-08,60+,DE-BB,100
2022-09-08,60+,DE-BE,85
2022-09-08,60+,DE-BW,210
2022-09-08,60+,DE-BY,576
2022-09-08,60+,DE-HB,17
2022-09-08,60+,DE-HE,205
2022-09-08,60+,DE-HH,43
2022-09-08,60+,DE-MV,98
2022-09-08,60+,DE-NI,163
2022-09-08,60+,DE-NW,796
2022-09-08,60+,DE-RP,154
2022-09-08,60+,DE-SH,104
2022-09-08,60+,DE-SL,37
2022-09-08,60+,DE-SN,151
2022-09-08,60+,DE-ST,92
2022-09-08,60+,DE-TH,98
2022-09-08,alle,DE-BB,152
2022-09-08,alle,DE-BE,138
2022-09-08,alle,DE-BW,285
2022-09-08,alle,DE-BY,792
2022-09-08,alle,DE-HB,24
2022-09-08,alle,DE-HE,280
2022-09-08,alle,DE-HH,54
2022-09-08,alle,DE-MV,120
2022-09-08,alle,DE-NI,235
2022-09-08,alle,DE-NW,1155
2022-09-08,alle,DE-RP,198
2022-09-08,alle,DE-SH,147
2022-09-08,alle,DE-SL,62
2022-09-08,alle,DE-SN,206
2022-09-08,alle,DE-ST,125
2022-09-08,alle,DE-TH,135
2022-09-07,0-60,DE-BB,56
2022-09-07,0-60,DE-BE,53
2022-09-07,0-60,DE-BW,73
2022-09-07,0-60,DE-BY,204
2022-09-07,0-60,DE-HB,6
2022-09-07,0-60,DE-HE,76
2022-09-07,0-60,DE-HH,11
2022-09-07,0-60,DE-MV,28
2022-09-07,0-60,DE-NI,72
2022-09-07,0-60,DE-NW,351
2022-09-07,0-60,DE-RP,36
2022-09-07,0-60,DE-SH,45
2022-09-07,0-60,DE-SL,23
2022-09-07,0-60,DE-SN,51
2022-09-07,0-60,DE-ST,33
2022-09-07,0-60,DE-TH,39
2022-09-07,60+,DE-BB,92
2022-09-07,60+,DE-BE,87
2022-09-07,60+,DE-BW,208
2022-09-07,60+,DE-BY,569
2022-09-07,60+,DE-HB,14
2022-09-07,60+,DE-HE,199
2022-09-07,60+,DE-HH,30
2022-09-07,60+,DE-MV,93
2022-09-07,60+,DE-NI,168
2022-09-07,60+,DE-NW,787
2022-09-07,60+,DE-RP,150
2022-09-07,60+,DE-SH,115
2022-09-07,60+,DE-SL,38
2022-09-07,60+,DE-SN,144
2022-09-07,60+,DE-ST,86
2022-09-07,60+,DE-TH,100
2022-09-07,alle,DE-BB,148
2022-09-07,alle,DE-BE,140
2022-09-07,alle,DE-BW,282
2022-09-07,alle,DE-BY,773
2022-09-07,alle,DE-HB,20
2022-09-07,alle,DE-HE,275
2022-09-07,alle,DE-HH,41
2022-09-07,alle,DE-MV,121
2022-09-07,alle,DE-NI,240
2022-09-07,alle,DE-NW,1139
2022-09-07,alle,DE-RP,186
2022-09-07,alle,DE-SH,160
2022-09-07,alle,DE-SL,61
2022-09-07,alle,DE-SN,195
2022-09-07,alle,DE-ST,119
2022-09-07,alle,DE-TH,139
2022-09-06,0-60,DE-BB,57
2022-09-06,0-60,DE-BE,54
2022-09-06,0-60,DE-BW,83
2022-09-06,0-60,DE-BY,219
2022-09-06,0-60,DE-HB,7
2022-09-06,0-60,DE-HE,75
2022-09-06,0-60,DE-HH,15
2022-09-06,0-60,DE-MV,29
2022-09-06,0-60,DE-NI,70
2022-09-06,0-60,DE-NW,356
2022-09-06,0-60,DE-RP,38
2022-09-06,0-60,DE-SH,36
2022-09-06,0-60,DE-SL,26
2022-09-06,0-60,DE-SN,52
2022-09-06,0-60,DE-ST,34
2022-09-06,0-60,DE-TH,35
2022-09-06,60+,DE-BB,86
2022-09-06,60+,DE-BE,77
2022-09-06,60+,DE-BW,208
2022-09-06,60+,DE-BY,565
2022-09-06,60+,DE-HB,12
2022-09-06,60+,DE-HE,196
2022-09-06,60+,DE-HH,52
2022-09-06,60+,DE-MV,87
2022-09-06,60+,DE-NI,167
2022-09-06,60+,DE-NW,809
2022-09-06,60+,DE-RP,143
2022-09-06,60+,DE-SH,125
2022-09-06,60+,DE-SL,39
2022-09-06,60+,DE-SN,133
2022-09-06,60+,DE-ST,78
2022-09-06,60+,DE-TH,101
2022-09-06,alle,DE-BB,143
2022-09-06,alle,DE-BE,132
2022-09-06,alle,DE-BW,292
2022-09-06,alle,DE-BY,784
2022-09-06,alle,DE-HB,19
2022-09-06,alle,DE-HE,271
2022-09-06,alle,DE-HH,67
2022-09-06,alle,DE-MV,116
2022-09-06,alle,DE-NI,237
2022-09-06,alle,DE-NW,1166
2022-09-06,alle,DE-RP,181
2022-09-06,alle,DE-SH,161
2022-09-06,alle,DE-SL,65
2022-09-06,alle,DE-SN,185
2022-09-06,alle,DE-ST,112
2022-09-06,alle,DE-TH,136
2022-09-05,0-60,DE-BB,57
2022-09-05,0-60,DE-BE,50
2022-09-05,0-60,DE-BW,90
2022-09-05,0-60,DE-BY,210
2022-09-05,0-60,DE-HB,3
2022-09-05,0-60,DE-HE,68
2022-09-05,0-60,DE-HH,16
2022-09-05,0-60,DE-MV,28
2022-09-05,0-60,DE-NI,69
2022-09-05,0-60,DE-NW,357
2022-09-05,0-60,DE-RP,47
2022-09-05,0-60,DE-SH,35
2022-09-05,0-60,DE-SL,21
2022-09-05,0-60,DE-SN,45
2022-09-05,0-60,DE-ST,37
2022-09-05,0-60,DE-TH,36
2022-09-05,60+,DE-BB,96
2022-09-05,60+,DE-BE,78
2022-09-05,60+,DE-BW,220
2022-09-05,60+,DE-BY,609
2022-09-05,60+,DE-HB,10
2022-09-05,60+,DE-HE,218
2022-09-05,60+,DE-HH,51
2022-09-05,60+,DE-MV,78
2022-09-05,60+,DE-NI,168
2022-09-05,60+,DE-NW,827
2022-09-05,60+,DE-RP,151
2022-09-05,60+,DE-SH,124
2022-09-05,60+,DE-SL,34
2022-09-05,60+,DE-SN,129
2022-09-05,60+,DE-ST,92
2022-09-05,60+,DE-TH,104
2022-09-05,alle,DE-BB,154
