date,age,location,realized7
2022-10-22,alle,DE-HH,241
2022-10-22,alle,DE-MV,406
2022-10-22,alle,DE-NI,893
2022-10-22,alle,DE-NW,3709
2022-10-22,alle,DE-RP,734
2022-10-22,alle,DE-SH,575
2022-10-22,alle,DE-SL,389
2022-10-22,alle,DE-SN,985
2022-10-22,alle,DE-ST,579
2022-10-22,alle,DE-TH,559
2022-10-21,0-60,DE-BB,151
2022-10-21,0-60,DE-BE,100
2022-10-21,0-60,DE-BW,350
2022-10-21,0-60,DE-BY,619
2022-10-21,0-60,DE-HB,16
2022-10-21,0-60,DE-HE,212
2022-10-21,0-60,DE-HH,48
2022-10-21,0-60,DE-MV,82
2022-10-21,0-60,DE-NI,211
2022-10-21,0-60,DE-NW,823
2022-10-21,0-60,DE-RP,135
2022-10-21,0-60,DE-SH,123
2022-10-21,0-60,DE-SL,87
2022-10-21,0-60,DE-SN,201
2022-10-21,0-60,DE-ST,99
2022-10-21,0-60,DE-TH,104
2022-10-21,60+,DE-BB,571
2022-10-21,60+,DE-BE,468
2022-10-21,60+,DE-BW,1463
2022-10-21,60+,DE-BY,2453
2022-10-21,60+,DE-HB,45
2022-10-21,60+,DE-HE,911
2022-10-21,60+,DE-HH,202
2022-10-21,60+,DE-MV,332
2022-10-21,60+,DE-NI,695
2022-10-21,60+,DE-NW,3002
2022-10-21,60+,DE-RP,615
2022-10-21,60+,DE-SH,457
2022-10-21,60+,DE-SL,304
2022-10-21,60+,DE-SN,810
2022-10-21,60+,DE-ST,477
2022-10-21,60+,DE-TH,462
2022-10-21,alle,DE-BB,723
2022-10-21,alle,DE-BE,568
2022-10-21,alle,DE-BW,1818
2022-10-21,alle,DE-BY,3076
2022-10-21,alle,DE-HB,61
2022-10-21,alle,DE-HE,1124
2022-10-21,alle,DE-HH,252
2022-10-21,alle,DE-MV,414
2022-10-21,alle,DE-NI,906
2022-10-21,alle,DE-NW,3827
2022-10-21,alle,DE-RP,757
2022-10-21,alle,DE-SH,580
2022-10-21,alle,DE-SL,391
2022-10-21,alle,DE-SN,1011
2022-10-21,alle,DE-ST,576
2022-10-21,alle,DE-TH,567
2022-10-20,0-60,DE-BB,155
2022-10-20,0-60,DE-BE,93
2022-10-20,0-60,DE-BW,384
2022-10-20,0-60,DE-BY,672
2022-10-20,0-60,DE-HB,19
2022-10-20,0-60,DE-HE,229
2022-10-20,0-60,DE-HH,45
2022-10-20,0-60,DE-MV,80
2022-10-20,0-60,DE-NI,209
2022-10-20,0-60,DE-NW,808
2022-10-20,0-60,DE-RP,148
2022-10-20,0-60,DE-SH,131
2022-10-20,0-60,DE-SL,76
2022-10-20,0-60,DE-SN,205
2022-10-20,0-60,DE-ST,93
2022-10-20,0-60,DE-TH,106
2022-10-20,60+,DE-BB,574
2022-10-20,60+,DE-BE,480
2022-10-20,60+,DE-BW,1547
2022-10-20,60+,DE-BY,2560
2022-10-20,60+,DE-HB,45
2022-10-20,60+,DE-HE,930
2022-10-20,60+,DE-HH,212
2022-10-20,60+,DE-MV,326
2022-10-20,60+,DE-NI,695
2022-10-20,60+,DE-NW,3026
2022-10-20,60+,DE-RP,663
2022-10-20,60+,DE-SH,460
2022-10-20,60+,DE-SL,315
2022-10-20,60+,DE-SN,838
2022-10-20,60+,DE-ST,477
2022-10-20,60+,DE-TH,459
2022-10-20,alle,DE-BB,730
2022-10-20,alle,DE-BE,573
2022-10-20,alle,DE-BW,1935
2022-10-20,alle,DE-BY,3235
2022-10-20,alle,DE-HB,64
2022-10-20,alle,DE-HE,1160
2022-10-20,alle,DE-HH,259
2022-10-20,alle,DE-MV,407
2022-10-20,alle,DE-NI,904
2022-10-20,alle,DE-NW,3835
2022-10-20,alle,DE-RP,821
2022-10-20,alle,DE-SH,591
2022-10-20,alle,DE-SL,391
2022-10-20,alle,DE-SN,1043
2022-10-20,alle,DE-ST,570
2022-10-20,alle,DE-TH,566
2022-10-19,0-60,DE-BB,157
2022-10-19,0-60,DE-BE,97
2022-10-19,0-60,DE-BW,412
2022-10-19,0-60,DE-BY,711
2022-10-19,0-60,DE-HB,18
2022-10-19,0-60,DE-HE,245
2022-10-19,0-60,DE-HH,42
2022-10-19,0-60,DE-MV,84
2022-10-19,0-60,DE-NI,211
2022-10-19,0-60,DE-NW,783
2022-10-19,0-60,DE-RP,158
2022-10-19,0-60,DE-SH,127
2022-10-19,0-60,DE-SL,77
2022-10-19,0-60,DE-SN,231
2022-10-19,0-60,DE-ST,94
2022-10-19,0-60,DE-TH,112
2022-10-19,60+,DE-BB,600
2022-10-19,60+,DE-BE,479
2022-10-19,60+,DE-BW,1652
2022-10-19,60+,DE-BY,2702
2022-10-19,60+,DE-HB,43
2022-10-19,60+,DE-HE,959
2022-10-19,60+,DE-HH,208
2022-10-19,60+,DE-MV,328
2022-10-19,60+,DE-NI,712
2022-10-19,60+,DE-NW,3055
2022-10-19,60+,DE-RP,718
2022-10-19,60+,DE-SH,464
2022-10-19,60+,DE-SL,301
2022-10-19,60+,DE-SN,873
2022-10-19,60+,DE-ST,473
2022-10-19,60+,DE-TH,478
2022-10-19,alle,DE-BB,759
2022-10-19,alle,DE-BE,576
2022-10-19,alle,DE-BW,2069
2022-10-19,alle,DE-BY,3415
2022-10-19,alle,DE-HB,61
2022-10-19,alle,DE-HE,1205
2022-10-19,alle,DE-HH,252
2022-10-19,alle,DE-MV,413
2022-10-19,alle,DE-NI,923
2022-10-19,alle,DE-NW,3839
2022-10-19,alle,DE-RP,886
2022-10-19,alle,DE-SH,591
2022-10-19,alle,DE-SL,378
2022-10-19,alle,DE-SN,1104
2022-10-19,alle,DE-ST,567
2022-10-19,alle,DE-TH,592
2022-10-18,0-60,DE-BB,143
2022-10-18,0-60,DE-BE,87
2022-10-18,0-60,DE-BW,411
2022-10-18,0-60,DE-BY,741
2022-10-18,0-60,DE-HB,18
2022-10-18,0-60,DE-HE,250
2022-10-18,0-60,DE-HH,46
2022-10-18,0-60,DE-MV,80
2022-10-18,0-60,DE-NI,186
2022-10-18,0-60,DE-NW,731
2022-10-18,0-60,DE-RP,159
2022-10-18,0-60,DE-SH,113
2022-10-18,0-60,DE-SL,85
2022-10-18,0-60,DE-SN,225
2022-10-18,0-60,DE-ST,97
2022-10-18,0-60,DE-TH,122
2022-10-18,60+,DE-BB,588
2022-10-18,60+,DE-BE,465
2022-10-18,60+,DE-BW,1682
2022-10-18,60+,DE-BY,2728
2022-10-18,60+,DE-HB,43
2022-10-18,60+,DE-HE,948
2022-10-18,60+,DE-HH,210
2022-10-18,60+,DE-MV,312
2022-10-18,60+,DE-NI,707
2022-10-18,60+,DE-NW,2996
2022-10-18,60+,DE-RP,697
2022-10-18,60+,DE-SH,449
2022-10-18,60+,DE-SL,298
2022-10-18,60+,DE-SN,871
2022-10-18,60+,DE-ST,445
2022-10-18,60+,DE-TH,481
2022-10-18,alle,DE-BB,733
2022-10-18,alle,DE-BE,552
2022-10-18,alle,DE-BW,2097
2022-10-18,alle,DE-BY,3470
2022-10-18,alle,DE-HB,61
2022-10-18,alle,DE-HE,1199
2022-10-18,alle,DE-HH,258
2022-10-18,alle,DE-MV,393
2022-10-18,alle,DE-NI,893
2022-10-18,alle,DE-NW,3729
2022-10-18,alle,DE-RP,863
2022-10-18,alle,DE-SH,562
2022-10-18,alle,DE-SL,383
2022-10-18,alle,DE-SN,1096
2022-10-18,alle,DE-ST,542
2022-10-18,alle,DE-TH,605
2022-10-17,0-60,DE-BB,143
2022-10-17,0-60,DE-BE,75
2022-10-17,0-60,DE-BW,422
2022-10-17,0-60,DE-BY,785
2022-10-17,0-60,DE-HB,10
2022-10-17,0-60,DE-HE,260
2022-10-17,0-60,DE-HH,38
2022-10-17,0-60,DE-MV,81
2022-10-17,0-60,DE-NI,176
2022-10-17,0-60,DE-NW,716
2022-10-17,0-60,DE-RP,180
2022-10-17,0-60,DE-SH,113
2022-10-17,0-60,DE-SL,91
2022-10-17,0-60,DE-SN,216
2022-10-17,0-60,DE-ST,107
2022-10-17,0-60,DE-TH,111
2022-10-17,60+,DE-BB,539
2022-10-17,60+,DE-BE,443
2022-10-17,60+,DE-BW,1620
2022-10-17,60+,DE-BY,2783
2022-10-17,60+,DE-HB,39
2022-10-17,60+,DE-HE,917
2022-10-17,60+,DE-HH,194
2022-10-17,60+,DE-MV,316
2022-10-17,60+,DE-NI,660
2022-10-17,60+,DE-NW,2910
2022-10-17,60+,DE-RP,753
2022-10-17,60+,DE-SH,433
2022-10-17,60+,DE-SL,301
2022-10-17,60+,DE-SN,873
2022-10-17,60+,DE-ST,431
2022-10-17,60+,DE-TH,493
2022-10-17,alle,DE-BB,683
2022-10-17,alle,DE-BE,518
2022-10-17,alle,DE-BW,2045
2022-10-17,alle,DE-BY,3568
2022-10-17,alle,DE-HB,49
2022-10-17,alle,DE-HE,1177
2022-10-17,alle,DE-HH,234
2022-10-17,alle,DE-MV,399
2022-10-17,alle,DE-NI,836
2022-10-17,alle,DE-NW,3627
2022-10-17,alle,DE-RP,938
2022-10-17,alle,DE-SH,549
2022-10-17,alle,DE-SL,392
2022-10-17,alle,DE-SN,1089
2022-10-17,alle,DE-ST,538
2022-10-17,alle,DE-TH,605
2022-10-16,0-60,DE-BB,143
2022-10-16,0-60,DE-BE,75
2022-10-16,0-60,DE-BW,422
2022-10-16,0-60,DE-BY,787
2022-10-16,0-60,DE-HB,10
2022-10-16,0-60,DE-HE,255
2022-10-16,0-60,DE-HH,40
2022-10-16,0-60,DE-MV,81
2022-10-16,0-60,DE-NI,178
2022-10-16,0-60,DE-NW,713
2022-10-16,0-60,DE-RP,179
2022-10-16,0-60,DE-SH,111
2022-10-16,0-60,DE-SL,91
2022-10-16,0-60,DE-SN,201
2022-10-16,0-60,DE-ST,107
2022-10-16,0-60,DE-TH,111
2022-10-16,60+,DE-BB,531
2022-10-16,60+,DE-BE,442
2022-10-16,60+,DE-BW,1621
2022-10-16,60+,DE-BY,2801
2022-10-16,60+,DE-HB,38
2022-10-16,60+,DE-HE,914
2022-10-16,60+,DE-HH,191
2022-10-16,60+,DE-MV,320
2022-10-16,60+,DE-NI,679
2022-10-16,60+,DE-NW,2889
2022-10-16,60+,DE-RP,764
2022-10-16,60+,DE-SH,434
2022-10-16,60+,DE-SL,301
2022-10-16,60+,DE-SN,871
2022-10-16,60+,DE-ST,432
2022-10-16,60+,DE-TH,496
2022-10-16,alle,DE-BB,675
2022-10-16,alle,DE-BE,517
2022-10-16,alle,DE-BW,2045
2022-10-16,alle,DE-BY,3588
2022-10-16,alle,DE-HB,48
2022-10-16,alle,DE-HE,1170
2022-10-16,alle,DE-HH,233
2022-10-16,alle,DE-MV,403
2022-10-16,alle,DE-NI,857
2022-10-16,alle,DE-NW,3604
2022-10-16,alle,DE-RP,948
2022-10-16,alle,DE-SH,548
2022-10-16,alle,DE-SL,392
2022-10-16,alle,DE-SN,1072
2022-10-16,alle,DE-ST,539
2022-10-16,alle,DE-TH,608
2022-10-15,0-60,DE-BB,144
2022-10-15,0-60,DE-BE,75
2022-10-15,0-60,DE-BW,421
2022-10-15,0-60,DE-BY,785
2022-10-15,0-60,DE-HB,10
2022-10-15,0-60,DE-HE,257
2022-10-15,0-60,DE-HH,38
2022-10-15,0-60,DE-MV,80
2022-10-15,0-60,DE-NI,178
2022-10-15,0-60,DE-NW,713
2022-10-15,0-60,DE-RP,186
2022-10-15,0-60,DE-SH,112
2022-10-15,0-60,DE-SL,91
2022-10-15,0-60,DE-SN,203
2022-10-15,0-60,DE-ST,107
2022-10-15,0-60,DE-TH,107
2022-10-15,60+,DE-BB,513
2022-10-15,60+,DE-BE,437
2022-10-15,60+,DE-BW,1602
2022-10-15,60+,DE-BY,2833
2022-10-15,60+,DE-HB,38
2022-10-15,60+,DE-HE,906
2022-10-15,60+,DE-HH,181
2022-10-15,60+,DE-MV,317
2022-10-15,60+,DE-NI,686
2022-10-15,60+,DE-NW,2892
2022-10-15,60+,DE-RP,761
2022-10-15,60+,DE-SH,432
2022-10-15,60+,DE-SL,301
2022-10-15,60+,DE-SN,867
2022-10-15,60+,DE-ST,437
2022-10-15,60+,DE-TH,501
2022-10-15,alle,DE-BB,658
2022-10-15,alle,DE-BE,512
2022-10-15,alle,DE-BW,2025
2022-10-15,alle,DE-BY,3619
2022-10-15,alle,DE-HB,48
2022-10-15,alle,DE-HE,1164
2022-10-15,alle,DE-HH,221
2022-10-15,alle,DE-MV,399
2022-10-15,alle,DE-NI,864
2022-10-15,alle,DE-NW,3607
2022-10-15,alle,DE-RP,952
2022-10-15,alle,DE-SH,547
2022-10-15,alle,DE-SL,392
2022-10-15,alle,DE-SN,1070
2022-10-15,alle,DE-ST,544
2022-10-15,alle,DE-TH,609
2022-10-14,0-60,DE-BB,143
2022-10-14,0-60,DE-BE,84
2022-10-14,0-60,DE-BW,394
2022-10-14,0-60,DE-BY,802
2022-10-14,0-60,DE-HB,10
2022-10-14,0-60,DE-HE,269
2022-10-14,0-60,DE-HH,35
2022-10-14,0-60,DE-MV,69
2022-10-14,0-60,DE-NI,163
2022-10-14,0-60,DE-NW,694
2022-10-14,0-60,DE-RP,195
2022-10-14,0-60,DE-SH,103
2022-10-14,0-60,DE-SL,95
2022-10-14,0-60,DE-SN,212
2022-10-14,0-60,DE-ST,112
2022-10-14,0-60,DE-TH,115
2022-10-14,60+,DE-BB,520
2022-10-14,60+,DE-BE,417
2022-10-14,60+,DE-BW,1531
2022-10-14,60+,DE-BY,2818
2022-10-14,60+,DE-HB,40
2022-10-14,60+,DE-HE,931
2022-10-14,60+,DE-HH,160
2022-10-14,60+,DE-MV,306
2022-10-14,60+,DE-NI,686
2022-10-14,60+,DE-NW,2806
2022-10-14,60+,DE-RP,762
2022-10-14,60+,DE-SH,434
2022-10-14,60+,DE-SL,288
2022-10-14,60+,DE-SN,879
2022-10-14,60+,DE-ST,441
2022-10-14,60+,DE-TH,492
2022-10-14,alle,DE-BB,664
2022-10-14,alle,DE-BE,501
2022-10-14,alle,DE-BW,1926
2022-10-14,alle,DE-BY,3623
2022-10-14,alle,DE-HB,50
2022-10-14,alle,DE-HE,1202
2022-10-14,alle,DE-HH,196
2022-10-14,alle,DE-MV,377
2022-10-14,alle,DE-NI,849
2022-10-14,alle,DE-NW,3502
2022-10-14,alle,DE-RP,963
2022-10-14,alle,DE-SH,540
2022-10-14,alle,DE-SL,383
2022-10-14,alle,DE-SN,1092
2022-10-14,alle,DE-ST,553
2022-10-14,alle,DE-TH,608
2022-10-13,0-60,DE-BB,138
2022-10-13,0-60,DE-BE,91
2022-10-13,0-60,DE-BW,408
2022-10-13,0-60,DE-BY,773
2022-10-13,0-60,DE-HB,8
2022-10-13,0-60,DE-HE,255
2022-10-13,0-60,DE-HH,33
2022-10-13,0-60,DE-MV,67
2022-10-13,0-60,DE-NI,165
2022-10-13,0-60,DE-NW,713
2022-10-13,0-60,DE-RP,202
2022-10-13,0-60,DE-SH,99
2022-10-13,0-60,DE-SL,119
2022-10-13,0-60,DE-SN,226
2022-10-13,0-60,DE-ST,116
2022-10-13,0-60,DE-TH,127
2022-10-13,60+,DE-BB,532
2022-10-13,60+,DE-BE,389
2022-10-13,60+,DE-BW,1492
2022-10-13,60+,DE-BY,2785
2022-10-13,60+,DE-HB,38
2022-10-13,60+,DE-HE,949
2022-10-13,60+,DE-HH,138
2022-10-13,60+,DE-MV,298
2022-10-13,60+,DE-NI,689
2022-10-13,60+,DE-NW,2810
2022-10-13,60+,DE-RP,770
2022-10-13,60+,DE-SH,442
2022-10-13,60+,DE-SL,294
2022-10-13,60+,DE-SN,876
2022-10-13,60+,DE-ST,455
2022-10-13,60+,DE-TH,493
2022-10-13,alle,DE-BB,671
2022-10-13,alle,DE-BE,480
2022-10-13,alle,DE-BW,1904
2022-10-13,alle,DE-BY,3561
2022-10-13,alle,DE-HB,46
2022-10-13,alle,DE-HE,1206
2022-10-13,alle,DE-HH,171
2022-10-13,alle,DE-MV,368
2022-10-13,alle,DE-NI,854
2022-10-13,alle,DE-NW,3525
2022-10-13,alle,DE-RP,976
2022-10-13,alle,DE-SH,544
2022-10-13,alle,DE-SL,413
2022-10-13,alle,DE-SN,1103
2022-10-13,alle,DE-ST,571
2022-10-13,alle,DE-TH,621
2022-10-12,0-60,DE-BB,135
2022-10-12,0-60,DE-BE,95
2022-10-12,0-60,DE-BW,375
2022-10-12,0-60,DE-BY,816
2022-10-12,0-60,DE-HB,9
2022-10-12,0-60,DE-HE,258
2022-10-12,0-60,DE-HH,34
2022-10-12,0-60,DE-MV,66
2022-10-12,0-60,DE-NI,166
2022-10-12,0-60,DE-NW,721
2022-10-12,0-60,DE-RP,195
2022-10-12,0-60,DE-SH,109
2022-10-12,0-60,DE-SL,147
2022-10-12,0-60,DE-SN,230
2022-10-12,0-60,DE-ST,122
2022-10-12,0-60,DE-TH,116
2022-10-12,60+,DE-BB,539
2022-10-12,60+,DE-BE,394
2022-10-12,60+,DE-BW,1452
2022-10-12,60+,DE-BY,2863
2022-10-12,60+,DE-HB,40
2022-10-12,60+,DE-HE,915
2022-10-12,60+,DE-HH,146
2022-10-12,60+,DE-MV,315
2022-10-12,60+,DE-NI,679
2022-10-12,60+,DE-NW,2785
2022-10-12,60+,DE-RP,778
2022-10-12,60+,DE-SH,458
2022-10-12,60+,DE-SL,340
2022-10-12,60+,DE-SN,902
2022-10-12,60+,DE-ST,502
2022-10-12,60+,DE-TH,485
2022-10-12,alle,DE-BB,675
2022-10-12,alle,DE-BE,489
2022-10-12,alle,DE-BW,1830
2022-10-12,alle,DE-BY,3683
2022-10-12,alle,DE-HB,49
2022-10-12,alle,DE-HE,1176
2022-10-12,alle,DE-HH,180
2022-10-12,alle,DE-MV,384
2022-10-12,alle,DE-NI,845
2022-10-12,alle,DE-NW,3508
2022-10-12,alle,DE-RP,976
2022-10-12,alle,DE-SH,570
2022-10-12,alle,DE-SL,488
2022-10-12,alle,DE-SN,1134
2022-10-12,alle,DE-ST,624
2022-10-12,alle,DE-TH,601
2022-10-11,0-60,DE-BB,139
2022-10-11,0-60,DE-BE,114
2022-10-11,0-60,DE-BW,395
2022-10-11,0-60,DE-BY,894
2022-10-11,0-60,DE-HB,10
2022-10-11,0-60,DE-HE,247
2022-10-11,0-60,DE-HH,32
2022-10-11,0-60,DE-MV,73
2022-10-11,0-60,DE-NI,203
2022-10-11,0-60,DE-NW,742
2022-10-11,0-60,DE-RP,215
2022-10-11,0-60,DE-SH,119
2022-10-11,0-60,DE-SL,174
2022-10-11,0-60,DE-SN,240
2022-10-11,0-60,DE-ST,127
2022-10-11,0-60,DE-TH,105
2022-10-11,60+,DE-BB,594
2022-10-11,60+,DE-BE,423
2022-10-11,60+,DE-BW,1536
2022-10-11,60+,DE-BY,3057
2022-10-11,60+,DE-HB,52
2022-10-11,60+,DE-HE,962
2022-10-11,60+,DE-HH,128
2022-10-11,60+,DE-MV,357
2022-10-11,60+,DE-NI,724
2022-10-11,60+,DE-NW,2812
2022-10-11,60+,DE-RP,852
2022-10-11,60+,DE-SH,520
2022-10-11,60+,DE-SL,408
2022-10-11,60+,DE-SN,967
2022-10-11,60+,DE-ST,562
2022-10-11,60+,DE-TH,521
2022-10-11,alle,DE-BB,734
2022-10-11,alle,DE-BE,537
2022-10-11,alle,DE-BW,1935
2022-10-11,alle,DE-BY,3958
2022-10-11,alle,DE-HB,62
2022-10-11,alle,DE-HE,1212
2022-10-11,alle,DE-HH,160
2022-10-11,alle,DE-MV,433
2022-10-11,alle,DE-NI,928
2022-10-11,alle,DE-NW,3555
2022-10-11,alle,DE-RP,1073
2022-10-11,alle,DE-SH,642
2022-10-11,alle,DE-SL,583
2022-10-11,alle,DE-SN,1209
2022-10-11,alle,DE-ST,689
2022-10-11,alle,DE-TH,626
2022-10-10,0-60,DE-BB,95
2022-10-10,0-60,DE-BE,98
2022-10-10,0-60,DE-BW,296
2022-10-10,0-60,DE-BY,696
2022-10-10,0-60,DE-HB,8
2022-10-10,0-60,DE-HE,190
2022-10-10,0-60,DE-HH,27
2022-10-10,0-60,DE-MV,61
2022-10-10,0-60,DE-NI,163
2022-10-10,0-60,DE-NW,622
2022-10-10,0-60,DE-RP,162
2022-10-10,0-60,DE-SH,90
2022-10-10,0-60,DE-SL,142
2022-10-10,0-60,DE-SN,198
2022-10-10,0-60,DE-ST,90
2022-10-10,0-60,DE-TH,92
2022-10-10,60+,DE-BB,461
2022-10-10,60+,DE-BE,297
2022-10-10,60+,DE-BW,1258
2022-10-10,60+,DE-BY,2404
2022-10-10,60+,DE-HB,40
2022-10-10,60+,DE-HE,764
2022-10-10,60+,DE-HH,108
2022-10-10,60+,DE-MV,266
2022-10-10,60+,DE-NI,561
2022-10-10,60+,DE-NW,2354
2022-10-10,60+,DE-RP,674
2022-10-10,60+,DE-SH,437
2022-10-10,60+,DE-SL,298
2022-10-10,60+,DE-SN,752
2022-10-10,60+,DE-ST,435
2022-10-10,60+,DE-TH,400
2022-10-10,alle,DE-BB,557
2022-10-10,alle,DE-BE,395
2022-10-10,alle,DE-BW,1558
2022-10-10,alle,DE-BY,3107
2022-10-10,alle,DE-HB,48
2022-10-10,alle,DE-HE,957
2022-10-10,alle,DE-HH,135
2022-10-10,alle,DE-MV,329
2022-10-10,alle,DE-NI,725
2022-10-10,alle,DE-NW,2977
2022-10-10,alle,DE-RP,841
2022-10-10,alle,DE-SH,527
2022-10-10,alle,DE-SL,441
2022-10-10,alle,DE-SN,952
2022-10-10,alle,DE-ST,525
2022-10-10,alle,DE-TH,492
2022-10-09,0-60,DE-BB,96
2022-10-09,0-60,DE-BE,98
2022-10-09,0-60,DE-BW,294
2022-10-09,0-60,DE-BY,701
2022-10-09,0-60,DE-HB,8
2022-10-09,0-60,DE-HE,191
2022-10-09,0-60,DE-HH,25
2022-10-09,0-60,DE-MV,65
2022-10-09,0-60,DE-NI,162
2022-10-09,0-60,DE-NW,605
2022-10-09,0-60,DE-RP,163
2022-10-09,0-60,DE-SH,96
2022-10-09,0-60,DE-SL,142
2022-10-09,0-60,DE-SN,201
2022-10-09,0-60,DE-ST,89
2022-10-09,0-60,DE-TH,90
2022-10-09,60+,DE-BB,461
2022-10-09,60+,DE-BE,298
2022-10-09,60+,DE-BW,1248
2022-10-09,60+,DE-BY,2379
2022-10-09,60+,DE-HB,40
2022-10-09,60+,DE-HE,755
2022-10-09,60+,DE-HH,103
2022-10-09,60+,DE-MV,270
2022-10-09,60+,DE-NI,557
2022-10-09,60+,DE-NW,2311
2022-10-09,60+,DE-RP,665
2022-10-09,60+,DE-SH,439
2022-10-09,60+,DE-SL,298
2022-10-09,60+,DE-SN,743
2022-10-09,60+,DE-ST,433
2022-10-09,60+,DE-TH,402
2022-10-09,alle,DE-BB,558
2022-10-09,alle,DE-BE,396
2022-10-09,alle,DE-BW,1546
2022-10-09,alle,DE-BY,3087
2022-10-09,alle,DE-HB,48
2022-10-09,alle,DE-HE,948
2022-10-09,alle,DE-HH,128
2022-10-09,alle,DE-MV,337
2022-10-09,alle,DE-NI,720
2022-10-09,alle,DE-NW,2916
2022-10-09,alle,DE-RP,833
2022-10-09,alle,DE-SH,535
2022-10-09,alle,DE-SL,441
2022-10-09,alle,DE-SN,946
2022-10-09,alle,DE-ST,522
2022-10-09,alle,DE-TH,492
2022-10-08,0-60,DE-BB,93
2022-10-08,0-60,DE-BE,99
2022-10-08,0-60,DE-BW,297
2022-10-08,0-60,DE-BY,690
2022-10-08,0-60,DE-HB,8
2022-10-08,0-60,DE-HE,188
2022-10-08,0-60,DE-HH,23
2022-10-08,0-60,DE-MV,66
2022-10-08,0-60,DE-NI,162
2022-10-08,0-60,DE-NW,596
2022-10-08,0-60,DE-RP,156
2022-10-08,0-60,DE-SH,91
2022-10-08,0-60,DE-SL,142
2022-10-08,0-60,DE-SN,200
2022-10-08,0-60,DE-ST,88
2022-10-08,0-60,DE-TH,91
2022-10-08,60+,DE-BB,461
2022-10-08,60+,DE-BE,301
2022-10-08,60+,DE-BW,1238
2022-10-08,60+,DE-BY,2344
2022-10-08,60+,DE-HB,41
2022-10-08,60+,DE-HE,750
2022-10-08,60+,DE-HH,98
2022-10-08,60+,DE-MV,265
2022-10-08,60+,DE-NI,553
2022-10-08,60+,DE-NW,2258
2022-10-08,60+,DE-RP,662
2022-10-08,60+,DE-SH,437
2022-10-08,60+,DE-SL,298
2022-10-08,60+,DE-SN,735
2022-10-08,60+,DE-ST,429
2022-10-08,60+,DE-TH,396
2022-10-08,alle,DE-BB,555
2022-10-08,alle,DE-BE,400
2022-10-08,alle,DE-BW,1539
2022-10-08,alle,DE-BY,3040
2022-10-08,alle,DE-HB,49
2022-10-08,alle,DE-HE,940
2022-10-08,alle,DE-HH,121
2022-10-08,alle,DE-MV,333
2022-10-08,alle,DE-NI,716
2022-10-08,alle,DE-NW,2855
2022-10-08,alle,DE-RP,823
2022-10-08,alle,DE-SH,528
2022-10-08,alle,DE-SL,441
2022-10-08,alle,DE-SN,937
2022-10-08,alle,DE-ST,517
2022-10-08,alle,DE-TH,487
2022-10-07,0-60,DE-BB,84
2022-10-07,0-60,DE-BE,88
2022-10-07,0-60,DE-BW,284
2022-10-07,0-60,DE-BY,656
2022-10-07,0-60,DE-HB,7
2022-10-07,0-60,DE-HE,189
2022-10-07,0-60,DE-HH,25
2022-10-07,0-60,DE-MV,71
2022-10-07,0-60,DE-NI,164
2022-10-07,0-60,DE-NW,560
2022-10-07,0-60,DE-RP,145
2022-10-07,0-60,DE-SH,93
2022-10-07,0-60,DE-SL,146
2022-10-07,0-60,DE-SN,186
2022-10-07,0-60,DE-ST,75
2022-10-07,0-60,DE-TH,75
2022-10-07,60+,DE-BB,443
2022-10-07,60+,DE-BE,278
2022-10-07,60+,DE-BW,1190
2022-10-07,60+,DE-BY,2246
2022-10-07,60+,DE-HB,34
2022-10-07,60+,DE-HE,693
2022-10-07,60+,DE-HH,93
2022-10-07,60+,DE-MV,255
2022-10-07,60+,DE-NI,526
2022-10-07,60+,DE-NW,2170
2022-10-07,60+,DE-RP,623
2022-10-07,60+,DE-SH,427
2022-10-07,60+,DE-SL,295
2022-10-07,60+,DE-SN,699
2022-10-07,60+,DE-ST,400
2022-10-07,60+,DE-TH,388
2022-10-07,alle,DE-BB,528
2022-10-07,alle,DE-BE,366
2022-10-07,alle,DE-BW,1478
2022-10-07,alle,DE-BY,2907
2022-10-07,alle,DE-HB,41
2022-10-07,alle,DE-HE,883
2022-10-07,alle,DE-HH,118
2022-10-07,alle,DE-MV,328
2022-10-07,alle,DE-NI,691
2022-10-07,alle,DE-NW,2731
2022-10-07,alle,DE-RP,772
2022-10-07,alle,DE-SH,520
2022-10-07,alle,DE-SL,442
2022-10-07,alle,DE-SN,886
2022-10-07,alle,DE-ST,475
2022-10-07,alle,DE-TH,463
2022-10-06,0-60,DE-BB,70
2022-10-06,0-60,DE-BE,87
2022-10-06,0-60,DE-BW,240
2022-10-06,0-60,DE-BY,614
2022-10-06,0-60,DE-HB,6
2022-10-06,0-60,DE-HE,186
2022-10-06,0-60,DE-HH,25
2022-10-06,0-60,DE-MV,73
2022-10-06,0-60,DE-NI,159
2022-10-06,0-60,DE-NW,505
2022-10-06,0-60,DE-RP,133
2022-10-06,0-60,DE-SH,91
2022-10-06,0-60,DE-SL,125
2022-10-06,0-60,DE-SN,181
2022-10-06,0-60,DE-ST,65
2022-10-06,0-60,DE-TH,68
2022-10-06,60+,DE-BB,393
2022-10-06,60+,DE-BE,249
2022-10-06,60+,DE-BW,1105
2022-10-06,60+,DE-BY,2123
2022-10-06,60+,DE-HB,34
2022-10-06,60+,DE-HE,623
2022-10-06,60+,DE-HH,94
2022-10-06,60+,DE-MV,234
2022-10-06,60+,DE-NI,471
2022-10-06,60+,DE-NW,1974
